"id","jersey_number","name","position","date_of_birth","team_id","height","weight"
387074,20,"Dominique JANSSEN","Defender","1995-01-17",1884883,NULL,NULL
387087,13,"Renate JANSEN","Forward","1990-12-07",1884883,NULL,NULL
386926,6,"Jill ROORD","Midfielder","1997-04-22",1884883,NULL,NULL
420205,14,"Jackie GROENEN","Midfielder","1994-12-17",1884883,NULL,NULL
396909,21,"Damaris EGURROLA","Midfielder","1999-08-26",1884883,NULL,NULL
386920,3,"Stefanie VAN DER GRAGT","Defender","1992-08-16",1884883,NULL,NULL
386923,11,"Lieke MARTENS","Forward","1992-12-16",1884883,NULL,NULL
264651,8,"Sherida SPITSE","Midfielder","1990-05-29",1884883,NULL,NULL
412979,18,"Kerstin CASPARIJ","Defender","2000-08-19",1884883,NULL,NULL
420208,9,"Katja SNOEIJS","Forward","1996-08-31",1884883,NULL,NULL
467103,22,"Esmee BRUGTS","Forward","2003-07-28",1884883,NULL,NULL
412991,4,"Aniek NOUWEN","Defender","1999-03-09",1884883,NULL,NULL
412984,15,"Caitlin DIJKSTRA","Defender","1999-01-30",1884883,NULL,NULL
412900,9,"Gabi RENNIE","Forward","2001-07-07",1883725,NULL,NULL
252519,2,"Ria PERCIVAL","Midfielder","1989-12-07",1883725,NULL,NULL
396994,3,"Claudia BUNGE","Defender","1999-09-21",1883725,NULL,NULL
430531,20,"Indiah-Paige RILEY","Forward","2001-12-20",1883725,NULL,NULL
358189,4,"C.J. BOTT","Defender","1995-04-22",1883725,NULL,NULL
377262,15,"Paige SATCHELL","Forward","1998-04-13",1883725,NULL,NULL
395309,16,"Jacqui HAND","Forward","1999-02-19",1883725,NULL,NULL
298792,12,"Betsy HASSETT","Midfielder","1990-08-04",1883725,NULL,NULL
397001,18,"Grace JALE","Midfielder","1999-04-10",1883725,NULL,NULL
323189,11,"Olivia CHANCE","Midfielder","1993-10-05",1883725,NULL,NULL
301461,14,"Katie BOWEN","Defender","1994-04-15",1883725,NULL,NULL
397012,5,"Michaela FOSTER","Defender","1999-01-09",1883725,NULL,NULL
397010,6,"Malia STEINMETZ","Midfielder","1999-01-18",1883725,NULL,NULL
252503,10,"Annalie LONGO","Midfielder","1991-07-01",1883725,NULL,NULL
252502,7,"Ali RILEY","Defender","1987-10-30",1883725,NULL,NULL
321169,17,"Hannah WILKINSON","Forward","1992-05-28",1883725,NULL,NULL
358194,8,"Daisy CLEVERLEY","Midfielder","1997-04-30",1883725,NULL,NULL
377244,19,"Elizabeth ANTON","Defender","1998-12-12",1883725,NULL,NULL
355896,13,"Rebekah STOTT","Defender","1993-06-17",1883725,NULL,NULL
443579,22,"Milly CLEGG","Forward","2005-11-01",1883725,NULL,NULL
467687,2,"Ashleigh PLUMPTRE","Defender","1998-05-08",1882893,NULL,NULL
358532,7,"Toni PAYNE","Midfielder","1995-04-22",1882893,NULL,NULL
467684,6,"Ifeoma ONUMONU","Forward","1994-02-25",1882893,NULL,NULL
467683,21,"Esther OKORONKWO","Forward","1997-03-27",1882893,NULL,NULL
467680,19,"Jennifer ECHEGINI","Midfielder","2001-03-22",1882893,NULL,NULL
324238,3,"Osinachi OHALE","Defender","1991-12-21",1882893,NULL,NULL
443245,13,"Deborah ABIODUN","Midfielder","2003-11-02",1882893,NULL,NULL
326090,18,"Halimatu AYINDE","Midfielder","1995-05-16",1882893,NULL,NULL
190157,5,"Onome EBI","Defender","1983-05-08",1882893,NULL,NULL
443252,14,"Blessing DEMEHIN","Defender","2002-03-13",1882893,NULL,NULL
398353,4,"Glory OGBONNA","Defender","1998-12-25",1882893,NULL,NULL
357650,8,"Asisat OSHOALA","Forward","1994-10-09",1882893,NULL,NULL
413118,11,"Gift MONDAY","Forward","2001-12-09",1882893,NULL,NULL
358908,12,"Uchenna KANU","Forward","1997-06-20",1882893,NULL,NULL
467678,22,"Michelle ALOZIE","Defender","1997-04-28",1882893,NULL,NULL
301727,17,"Francisca ORDEGA","Forward","1993-10-19",1882893,NULL,NULL
300600,9,"Desire OPARANOZIE","Forward","1993-12-17",1882893,NULL,NULL
377785,15,"Rasheedat AJIBADE","Midfielder","1999-12-08",1882893,NULL,NULL
443259,20,"Rofiat IMURAN","Defender","2004-06-17",1882893,NULL,NULL
397528,10,"Christy UCHEIBE","Midfielder","2000-12-25",1882893,NULL,NULL
420294,22,"Sophie ROMAN HAUG","Forward","1999-06-04",1882882,NULL,NULL
467653,13,"Thea BJELDE","Defender","2000-06-05",1882882,NULL,NULL
357281,14,"Ada HEGERBERG","Forward","1995-07-10",1882882,NULL,NULL
295585,6,"Maren MJELDE","Defender","1989-11-06",1882882,NULL,NULL
420291,7,"Ingrid SYRSTAD ENGEN","Midfielder","1998-04-29",1882882,NULL,NULL
467662,3,"Sara HORTE","Defender","2000-11-24",1882882,NULL,NULL
357263,2,"Anja SONSTEVOLD","Defender","1992-06-21",1882882,NULL,NULL
467661,16,"Mathilde HARVIKEN","Defender","2001-12-29",1882882,NULL,NULL
420300,18,"Frida MAANUM","Midfielder","1999-07-16",1882882,NULL,NULL
467658,17,"Julie BLAKSTAD","Forward","2001-08-27",1882882,NULL,NULL
467657,5,"Guro BERGSVAND","Defender","1994-03-03",1882882,NULL,NULL
357301,15,"Amalie EIKELAND","Forward","1995-08-26",1882882,NULL,NULL
467666,19,"Marit BRATBERG LUND","Defender","1997-11-07",1882882,NULL,NULL
420304,8,"Vilde BOE RISA","Midfielder","1995-07-13",1882882,NULL,NULL
420305,9,"Karina SAEVIK","Forward","1996-03-24",1882882,NULL,NULL
467664,21,"Anna JOSENDAL","Forward","2001-04-29",1882882,NULL,NULL
328701,20,"Emilie HAAVI","Forward","1992-06-16",1882882,NULL,NULL
467645,4,"Tuva HANSEN","Defender","1997-08-04",1882882,NULL,NULL
357273,11,"Guro REITEN","Midfielder","1994-07-26",1882882,NULL,NULL
338971,10,"Caroline GRAHAM HANSEN","Forward","1995-02-18",1882882,NULL,NULL
461383,23,"Carina BALTRIP-REYES","Defender","1998-07-01",1889512,NULL,NULL
417315,5,"Yomira PINZON","Defender","1996-08-23",1889512,NULL,NULL
461378,15,"Rosario VARGAS","Defender","2002-08-09",1889512,NULL,NULL
461410,21,"Nicole DE OBALDIA","Defender","2000-03-16",1889512,NULL,NULL
461409,3,"Wendy NATIS","Defender","2002-08-19",1889512,NULL,NULL
417230,17,"Laurie BATISTA","Midfielder","1996-05-29",1889512,NULL,NULL
417231,19,"Lineth CEDENO","Forward","2000-12-05",1889512,NULL,NULL
461389,18,"Erika HERNANDEZ","Forward","1999-03-17",1889512,NULL,NULL
417228,20,"Aldrith QUINTERO","Midfielder","2002-01-01",1889512,NULL,NULL
461388,7,"Emily CEDENO","Midfielder","2003-11-22",1889512,NULL,NULL
461387,6,"Deysire SALAZAR","Midfielder","2004-05-04",1889512,NULL,NULL
417227,4,"Katherine CASTILLO","Defender","1996-03-23",1889512,NULL,NULL
461384,14,"Carmen MONTENEGRO","Midfielder","2000-12-05",1889512,NULL,NULL
461394,9,"Karla RILEY","Forward","1997-09-18",1889512,NULL,NULL
461392,2,"Hilary JAEN","Defender","2002-08-29",1889512,NULL,NULL
461404,8,"Schiandra GONZALEZ","Midfielder","1995-07-04",1889512,NULL,NULL
426619,10,"Marta COX","Midfielder","1997-07-20",1889512,NULL,NULL
424827,11,"Natalia MILLS","Midfielder","1993-03-22",1889512,NULL,NULL
461401,13,"Riley TANNER","Forward","1999-10-15",1889512,NULL,NULL
461400,16,"Rebeca ESPINOSA","Defender","1992-07-05",1889512,NULL,NULL
467175,2,"Malea CESAR","Defender","2003-12-09",1885027,NULL,NULL
467143,17,"Alicia BARKER","Defender","1998-05-22",1885027,NULL,NULL
467171,21,"Katrina GUILLOU","Forward","1993-12-19",1885027,NULL,NULL
467183,23,"Reina BONTA","Defender","1999-04-17",1885027,NULL,NULL
467149,9,"Isabella FLANIGAN","Forward","2005-02-22",1885027,NULL,NULL
467181,20,"Quinley QUEZADA","Midfielder","1997-04-07",1885027,NULL,NULL
467145,11,"Anicka CASTANEDA","Midfielder","1999-12-15",1885027,NULL,NULL
467177,14,"Meryll SERRANO","Midfielder","1997-07-20",1885027,NULL,NULL
467190,6,"Tahnai ANNIS","Midfielder","1989-06-20",1885027,NULL,NULL
467158,19,"Dominique RANDLE","Defender","1994-12-10",1885027,NULL,NULL
467189,16,"Sofia HARRISON","Defender","1999-02-16",1885027,NULL,NULL
467188,7,"Sarina BOLDEN","Forward","1996-06-30",1885027,NULL,NULL
467187,8,"Sara EGGESVIK","Midfielder","1997-04-29",1885027,NULL,NULL
357779,4,"Jaclyn SAWICKI","Midfielder","1992-11-14",1885027,NULL,NULL
467153,10,"Chandler McDANIEL","Forward","1998-02-04",1885027,NULL,NULL
467184,12,"Ryley BUGAY","Midfielder","1996-01-23",1885027,NULL,NULL
467152,15,"Carleigh FRILLES","Forward","2002-04-11",1885027,NULL,NULL
467166,3,"Jessika COWART","Defender","1999-10-30",1885027,NULL,NULL
467162,5,"Hali LONG","Defender","1995-01-21",1885027,NULL,NULL
395163,13,"Angela BEARD","Defender","1997-08-16",1885027,NULL,NULL
461479,17,"ANA SEICA","Defender","2001-03-25",1884822,NULL,NULL
461478,7,"ANA RUTE","Midfielder","1998-01-29",1884822,NULL,NULL
461476,21,"ANA CAPETA","Forward","1997-12-22",1884822,NULL,NULL
461475,9,"ANA BORGES","Defender","1990-06-15",1884822,NULL,NULL
461487,15,"CAROLE COSTA","Defender","1990-05-03",1884822,NULL,NULL
461482,8,"ANDREIA NORTON","Midfielder","1996-08-15",1884822,NULL,NULL
461481,6,"ANDREIA JACINTO","Midfielder","2002-06-08",1884822,NULL,NULL
461495,20,"KIKA NAZARETH","Forward","2002-11-17",1884822,NULL,NULL
461494,13,"FATIMA PINTO","Midfielder","1996-01-16",1884822,NULL,NULL
461493,14,"DOLORES SILVA","Midfielder","1991-08-07",1884822,NULL,NULL
461492,16,"DIANA SILVA","Forward","1995-06-04",1884822,NULL,NULL
461491,19,"DIANA GOMES","Defender","1998-07-26",1884822,NULL,NULL
461523,23,"TELMA ENCARNACAO","Forward","2001-10-11",1884822,NULL,NULL
461522,11,"TATIANA PINTO","Midfielder","1994-03-28",1884822,NULL,NULL
461489,2,"CATARINA AMADO","Defender","1999-07-21",1884822,NULL,NULL
461520,4,"SILVIA REBELO","Defender","1989-05-20",1884822,NULL,NULL
461503,3,"LUCIA ALVES","Defender","1997-10-22",1884822,NULL,NULL
264765,18,"CAROLINA MENDES","Forward","1987-11-27",1884822,NULL,NULL
461501,5,"JOANA MARCHAO","Defender","1996-10-24",1884822,NULL,NULL
461499,10,"JESSICA SILVA","Forward","1994-12-11",1884822,NULL,NULL
467589,6,"Megan CONNOLLY","Midfielder","1997-03-07",1884884,NULL,NULL
467621,22,"Isibeal ATKINSON","Midfielder","2001-07-17",1884884,NULL,NULL
264935,7,"Diane CALDWELL","Defender","1988-09-11",1884884,NULL,NULL
252134,17,"Sinead FARRELLY","Midfielder","1989-11-16",1884884,NULL,NULL
414735,5,"Niamh FAHEY","Defender","1987-10-13",1884884,NULL,NULL
467598,14,"Heather PAYNE","Forward","2000-01-26",1884884,NULL,NULL
326286,11,"Katie McCABE","Midfielder","1995-09-21",1884884,NULL,NULL
467597,15,"Lucy QUINN","Midfielder","1993-09-29",1884884,NULL,NULL
467628,8,"Ruesha LITTLEJOHN","Midfielder","1990-07-03",1884884,NULL,NULL
467593,4,"Louise QUINN","Defender","1990-06-17",1884884,NULL,NULL
467625,12,"Lily AGG","Midfielder","1993-12-17",1884884,NULL,NULL
325652,21,"Ciara GRANT","Midfielder","1993-06-11",1884884,NULL,NULL
326289,3,"Chloe MUSTAKI","Midfielder","1995-07-29",1884884,NULL,NULL
467602,9,"Amber BARRETT","Forward","1996-01-16",1884884,NULL,NULL
467601,20,"Marissa SHEVA","Midfielder","1997-04-22",1884884,NULL,NULL
467600,2,"Claire ORIORDAN","Defender","1994-10-12",1884884,NULL,NULL
264956,13,"Aine OGORMAN","Defender","1989-05-13",1884884,NULL,NULL
467614,19,"Abbie LARKIN","Forward","2005-04-27",1884884,NULL,NULL
467611,18,"Kyra CARUSA","Forward","1995-11-14",1884884,NULL,NULL
325659,10,"Denise OSULLIVAN","Midfielder","1994-02-04",1884884,NULL,NULL
467493,8,"Hildah MAGAIA","Forward","1994-12-16",1885031,NULL,NULL
317863,4,"Noko MATLOU","Defender","1985-09-30",1885031,NULL,NULL
326444,12,"Jermaine SEOPOSENWE","Forward","1993-10-12",1885031,NULL,NULL
467503,23,"Wendy SHONGWE","Midfielder","2003-01-18",1885031,NULL,NULL
467502,9,"Gabriela SALGADO","Midfielder","1998-02-20",1885031,NULL,NULL
395373,11,"Thembi KGATLANA","Forward","1996-05-02",1885031,NULL,NULL
420045,19,"Kholosa BIYANA","Midfielder","1994-09-06",1885031,NULL,NULL
415594,5,"Fikile MAGAMA","Defender","2002-01-19",1885031,NULL,NULL
325704,20,"Robyn MOODALY","Midfielder","1994-06-16",1885031,NULL,NULL
326440,22,"Mapula KGOALE","Midfielder","1995-11-20",1885031,NULL,NULL
395368,10,"Linda MOTLHALO","Midfielder","1998-07-01",1885031,NULL,NULL
467497,17,"Melinda KGADIETE","Forward","1992-07-21",1885031,NULL,NULL
395378,2,"Lebohang RAMALEPE","Defender","1991-12-03",1885031,NULL,NULL
420050,14,"Tiisetso MAKHUBELA","Defender","1997-04-24",1885031,NULL,NULL
467506,6,"Noxolo CESANE","Midfielder","2000-10-11",1885031,NULL,NULL
395379,13,"Bambanani MBANE","Defender","1990-03-12",1885031,NULL,NULL
420048,3,"Bongeka GAMEDE","Defender","1999-05-22",1885031,NULL,NULL
415569,18,"Sibulele HOLWENI","Defender","2001-04-28",1885031,NULL,NULL
415578,7,"Karabo DHLAMINI","Defender","2001-09-18",1885031,NULL,NULL
356922,15,"Refiloe JANE","Midfielder","1992-08-04",1885031,NULL,NULL
325636,11,"Alexia PUTELLAS","Midfielder","1994-02-04",1884823,NULL,NULL
396930,2,"Ona BATLLE","Defender","1999-06-10",1884823,NULL,NULL
415394,18,"Salma PARALLUELO","Forward","2003-11-13",1884823,NULL,NULL
467297,22,"Athenea DEL CASTILLO","Forward","2000-10-24",1884823,NULL,NULL
377762,6,"Aitana BONMATI","Midfielder","1998-01-18",1884823,NULL,NULL
387138,10,"Jennifer HERMOSO","Forward","1990-05-09",1884823,NULL,NULL
396929,12,"Oihane HERNANDEZ","Defender","2000-05-04",1884823,NULL,NULL
396911,15,"Eva NAVARRO","Forward","2001-01-27",1884823,NULL,NULL
398088,17,"Alba REDONDO","Forward","1996-08-27",1884823,NULL,NULL
467287,16,"Maria PEREZ","Midfielder","2001-12-24",1884823,NULL,NULL
420276,9,"Esther GONZALEZ","Forward","1992-12-08",1884823,NULL,NULL
325623,5,"Ivana ANDRES","Defender","1994-07-13",1884823,NULL,NULL
420277,7,"Irene GUERRERO","Midfielder","1996-12-12",1884823,NULL,NULL
396914,14,"Laia CODINA","Defender","2000-01-22",1884823,NULL,NULL
398097,8,"Mariona CALDENTEY","Forward","1996-03-19",1884823,NULL,NULL
413022,3,"Teresa ABELLEIRA","Midfielder","2000-01-09",1884823,NULL,NULL
387133,4,"Irene PAREDES","Defender","1991-07-04",1884823,NULL,NULL
420284,21,"Claudia ZORNOZA","Midfielder","1990-10-20",1884823,NULL,NULL
413016,19,"Olga CARMONA","Defender","2000-06-12",1884823,NULL,NULL
377723,20,"Rocio GALVEZ","Defender","1997-04-15",1884823,NULL,NULL
398247,16,"Filippa ANGELDAL","Midfielder","1997-07-14",1882883,NULL,NULL
356452,18,"Fridolina ROLFO","Midfielder","1993-11-24",1882883,NULL,NULL
466979,4,"Stina LENNARTSSON","Defender","1997-04-04",1882883,NULL,NULL
321281,22,"Olivia SCHOUGH","Midfielder","1991-03-11",1882883,NULL,NULL
395148,11,"Stina BLACKSTENIUS","Forward","1996-02-05",1882883,NULL,NULL
395146,2,"Jonna ANDERSSON","Defender","1993-01-02",1882883,NULL,NULL
398250,15,"Rebecka BLOMQVIST","Forward","1997-07-24",1882883,NULL,NULL
395147,14,"Nathalie BJORN","Defender","1997-05-04",1882883,NULL,NULL
387093,8,"Lina HURTIG","Forward","1995-09-05",1882883,NULL,NULL
324596,23,"Elin RUBENSSON","Midfielder","1993-05-11",1882883,NULL,NULL
298806,3,"Linda SEMBRANT","Defender","1987-05-15",1882883,NULL,NULL
466965,5,"Anna SANDBERG","Defender","2003-05-23",1882883,NULL,NULL
265238,17,"Caroline SEGER","Midfielder","1985-03-19",1882883,NULL,NULL
298807,9,"Kosovare ASLLANI","Midfielder","1989-07-29",1882883,NULL,NULL
420373,20,"Hanna BENNISON","Midfielder","2002-10-16",1882883,NULL,NULL
398268,19,"Johanna KANERYD","Midfielder","1997-02-12",1882883,NULL,NULL
420379,7,"Madelen JANOGY","Forward","1995-11-12",1882883,NULL,NULL
321274,10,"Sofia JAKOBSSON","Forward","1990-04-23",1882883,NULL,NULL
386970,6,"Magdalena ERIKSSON","Defender","1993-09-08",1882883,NULL,NULL
324571,13,"Amanda ILESTEDT","Defender","1993-01-17",1882883,NULL,NULL
466919,15,"Luana BUEHLER","Defender","1996-04-28",1884203,NULL,NULL
462819,11,"Coumba SOW","Midfielder","1994-08-27",1884203,NULL,NULL
357344,5,"Noelle MARITZ","Defender","1995-12-23",1884203,NULL,NULL
252708,9,"Ana Maria CRNOGORCEVIC","Forward","1990-10-03",1884203,NULL,NULL
386541,20,"Fabienne HUMM","Forward","1986-12-20",1884203,NULL,NULL
466927,22,"Meriame TERCHOUN","Forward","1995-10-27",1884203,NULL,NULL
392588,18,"Viola CALLIGARIS","Defender","1996-03-17",1884203,NULL,NULL
466921,23,"Alisha LEHMANN","Forward","1999-01-21",1884203,NULL,NULL
466903,4,"Laura FELBER","Defender","2001-08-17",1884203,NULL,NULL
466932,6,"Geraldine REUTELER","Midfielder","1999-04-21",1884203,NULL,NULL
321265,13,"Lia WAELTI","Midfielder","1993-04-19",1884203,NULL,NULL
466928,3,"Lara MARTI","Defender","1999-09-21",1884203,NULL,NULL
252724,10,"Ramona BACHMANN","Forward","1990-12-25",1884203,NULL,NULL
386557,2,"Julia STIERLI","Defender","1997-04-03",1884203,NULL,NULL
412956,14,"Marion REY","Defender","1999-03-21",1884203,NULL,NULL
386553,16,"Sandrine MAURON","Midfielder","1996-12-19",1884203,NULL,NULL
357337,19,"Eseosa AIGBOGUN","Defender","1993-05-23",1884203,NULL,NULL
466937,8,"Nadine RIESEN","Defender","2000-04-11",1884203,NULL,NULL
466904,7,"Amira ARFAOUI","Midfielder","1999-08-08",1884203,NULL,NULL
466936,17,"Seraina PIUBEL","Midfielder","2000-06-02",1884203,NULL,NULL
300548,22,"Kristie MEWIS","Midfielder","1991-02-25",1882884,NULL,NULL
398183,23,"Emily FOX","Defender","1998-07-05",1882884,NULL,NULL
397316,2,"Ashley SANCHEZ","Midfielder","1999-03-16",1882884,NULL,NULL
398178,9,"Savannah DEMELO","Midfielder","1998-03-26",1882884,NULL,NULL
302753,13,"Alex MORGAN","Forward","1989-07-02",1882884,NULL,NULL
397281,4,"Naomi GIRMA","Defender","2000-06-14",1882884,NULL,NULL
358541,17,"Andi SULLIVAN","Midfielder","1995-12-20",1882884,NULL,NULL
415662,20,"Trinity RODMAN","Forward","2002-05-20",1882884,NULL,NULL
251016,5,"Kelley OHARA","Defender","1988-08-04",1882884,NULL,NULL
357577,10,"Lindsey HORAN","Midfielder","1994-05-26",1882884,NULL,NULL
420171,6,"Lynn WILLIAMS","Forward","1993-05-21",1882884,NULL,NULL
443179,7,"Alyssa THOMPSON","Forward","2004-11-07",1882884,NULL,NULL
381352,16,"Rose LAVELLE","Midfielder","1995-05-14",1882884,NULL,NULL
397320,11,"Sophia SMITH","Forward","2000-08-10",1882884,NULL,NULL
357578,8,"Julie ERTZ","Midfielder","1992-04-06",1882884,NULL,NULL
300533,19,"Crystal DUNN","Defender","1992-07-03",1882884,NULL,NULL
212337,15,"Megan RAPINOE","Forward","1985-07-05",1882884,NULL,NULL
357790,3,"Sofia HUERTA","Defender","1992-12-14",1882884,NULL,NULL
430653,12,"Alana COOK","Defender","1997-04-11",1882884,NULL,NULL
357595,14,"Emily SONNETT","Defender","1993-11-25",1882884,NULL,NULL
466791,5,"Thi Loan HOANG","Defender","1995-02-06",1886308,NULL,NULL
466786,9,"Nhu HUYNH","Forward","1991-11-28",1886308,NULL,NULL
394095,3,"Thi Kieu CHUONG","Defender","1995-08-19",1886308,NULL,NULL
466796,21,"Thi Van Su NGAN","Midfielder","2001-04-29",1886308,NULL,NULL
466795,2,"Thi Thu Thuong LUONG","Defender","2000-05-01",1886308,NULL,NULL
466793,13,"Thi Diem My LE","Defender","1996-08-23",1886308,NULL,NULL
466806,10,"Thi Hai Linh TRAN","Midfielder","2001-06-08",1886308,NULL,NULL
466774,12,"Hai Yen PHAM","Forward","1994-11-09",1886308,NULL,NULL
466802,11,"Thi Thao THAI","Midfielder","1995-02-12",1886308,NULL,NULL
466800,19,"Thi Thanh Nha NGUYEN","Midfielder","2001-09-25",1886308,NULL,NULL
466781,7,"Thi Tuyet Dung NGUYEN","Midfielder","1993-12-13",1886308,NULL,NULL
466813,18,"Thi Hoa VU","Forward","2003-11-06",1886308,NULL,NULL
466812,8,"Thi Thuy Trang TRAN","Midfielder","1988-08-08",1886308,NULL,NULL
466780,15,"Thi Thuy Hang NGUYEN","Forward","1997-11-19",1886308,NULL,NULL
466811,6,"Thi Thuy Nga TRAN","Defender","1991-12-28",1886308,NULL,NULL
466779,22,"Thi My Anh NGUYEN","Defender","1994-11-27",1886308,NULL,NULL
466809,17,"Thi Thu Thao TRAN","Defender","1993-01-15",1886308,NULL,NULL
466808,4,"Thi Thu TRAN","Defender","1991-07-15",1886308,NULL,NULL
466776,16,"Thi Van DUONG","Midfielder","1994-09-20",1886308,NULL,NULL
394105,23,"Thi Bich Thuy NGUYEN","Midfielder","1994-05-01",1886308,NULL,NULL
377957,8,"Margaret BELEMU","Defender","1997-02-24",1885017,NULL,NULL
430886,15,"Agness MUSESA","Defender","1997-07-11",1885017,NULL,NULL
430887,3,"Lushomo MWEEMBA","Defender","2001-04-10",1885017,NULL,NULL
377956,14,"Ireen LUNGU","Midfielder","1997-10-06",1885017,NULL,NULL
430884,19,"Siomala MAPEPA","Forward","2002-08-08",1885017,NULL,NULL
430882,17,"Racheal KUNDANANJI","Forward","2000-06-03",1885017,NULL,NULL
430883,7,"Ochumba LUBANDJI","Forward","2001-07-01",1885017,NULL,NULL
430880,12,"Evarine KATONGO","Midfielder","2002-12-29",1885017,NULL,NULL
378050,6,"Mary WILOMBE","Midfielder","1997-09-22",1885017,NULL,NULL
467115,4,"Susan BANDA","Midfielder","1990-07-06",1885017,NULL,NULL
335145,9,"Hellen MUBANGA","Forward","1995-05-23",1885017,NULL,NULL
378057,11,"Barbra BANDA","Forward","2000-03-20",1885017,NULL,NULL
430890,23,"Vast PHIRI","Defender","1996-02-03",1885017,NULL,NULL
467113,22,"Esther BANDA","Defender","2004-11-21",1885017,NULL,NULL
467126,10,"Comfort SELEMANI","Midfielder","2004-02-08",1885017,NULL,NULL
377943,13,"Martha TEMBO","Defender","1998-03-08",1885017,NULL,NULL
378001,20,"Hellen CHANDA","Forward","1998-06-19",1885017,NULL,NULL
430877,21,"Avell CHITUNDU","Midfielder","1997-07-30",1885017,NULL,NULL
377947,5,"Mary MULENGA","Defender","1998-04-11",1885017,NULL,NULL
430873,2,"Judith SOKO","Defender","2004-03-31",1885017,NULL,NULL
